"Id","Host","Loai","BoPhan","Nguon","ViTri","Office","GhiChu","LaMay"
"647","VN-HR055","Laptop","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"648","VN-HR010","Laptop","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"649","VN-HR037","Máy tính","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"650","VN-HR045","Laptop","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"651","VN-HR021","Máy tính","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"652","VN-LD024","Máy tính","BPVN - VN-LD","co san","Hải Dương","True","","True"
"653","VN-LD045","Máy tính","BPVN - VN-TL","co san","Hải Dương","True","","True"
"654","VN-LD035","Máy tính","BPVN - VN-TL","co san","Hải Dương","True","","True"
"655","VN-LD056","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"656","VN-LD043","Máy tính","BPVN - VN-TL","co san","Hải Dương","True","","True"
"657","VN-PD007","Laptop","BPVN - VN-PD","trong","","False","","True"
"658","VN-PMC048","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"659","VN-PMC042","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"660","VN-PMC041","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"661","VN-PMC059","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"662","VN-PMC070","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"663","VN-PMC010","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"664","VN-PMC068","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"665","VN-PMC024","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"666","VN-PMC044","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"667","VN-PMC011","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"668","VN-PMC003","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"669","VN-PMC026","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"670","VN-PMC065","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"671","VN-PMC062","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"672","VN-PMC005","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"673","VN-PMC052","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"674","VN-PMC066","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"675","VN-PMC017","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"676","VN-PMC067","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"677","VN-PMC030","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"678","VN-PMC023","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"679","VN-PMC036","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"680","VN-PMC027","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"681","VN-PMC049","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"682","VN-PMC039","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"683","VN-PMC022","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"684","VN-PMC012","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"685","VN-PMC015","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"686","VN-PMC019","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"687","VN-PMC037","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"688","VN-PMC020","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"689","VN-PMC013","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"690","VN-PMC069","Laptop","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"691","VN-PMC058","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"692","VN-CV002","Máy tính","BPVN - VN-WD","trong","","False","","True"
"693","VN-CV003","Máy tính","BPVN - VN-WV","trong","","False","","True"
"694","VN-CV001","Máy tính","BPVN - VN-CV","trong","","False","","True"
"695","VN-DF003","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"696","VN-DF025","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"697","VN-DF018","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"698","VN-DF015","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","True","","True"
"699","VN-DF008","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"700","VN-DF017","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"701","VN-DH040","Máy tính","BPVN - VN-DH","trong","","False","","True"
"702","VN-DH020","Máy tính","BPVN - VN-DH","trong","","False","","True"
"703","VN-DH022","Máy tính","BPVN - VN-DH","trong","","False","","True"
"704","VN-DH007","Máy tính","BPVN - VN-DH","trong","","False","","True"
"705","VN-DH010","Máy tính","BPVN - VN-DH","trong","","False","","True"
"706","VN-DH008","Máy tính","BPVN - VN-DH","trong","","False","","True"
"707","VN-DH002","Máy tính","BPVN - VN-DH","trong","","False","","True"
"708","VN-DH034","Máy tính","BPVN - VN-DH","trong","","False","","True"
"709","VN-DH003","Máy tính","BPVN - VN-DH","trong","","False","","True"
"710","VN-IMD001","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"711","VN-IMD004","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"712","VN-IMD007","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"713","VN-IMD008","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"714","VN-IMD005","Laptop","BPVN - VN-SD","trong","","False","","True"
"715","VN-EG026","Laptop","BPVN - VN-EG","trong","","False","","True"
"716","VN-EG030","Laptop","BPVN - VN-EG","trong","","False","","True"
"717","VN-EG022","Máy tính","BPVN - VN-EG","trong","","False","","True"
"718","VN-EG013","Máy tính","BPVN - VN-EG","trong","","False","","True"
"719","VN-GM029","Laptop","BPVN - VN-GM","trong","","False","","True"
"720","VN-PUR028","Laptop","BPVN - VN-PUR","trong","","False","","True"
"721","VN-PUR032","Laptop","BPVN - VN-PUR","trong","","False","","True"
"722","VN-PUR018","Laptop","BPVN - VN-PUR","trong","","False","","True"
"723","VN-PUR019","Laptop","BPVN - VN-PUR","trong","","False","","True"
"724","VN-PUR033","Laptop","BPVN - VN-PUR","trong","","False","","True"
"725","VN-PUR037","Laptop","BPVN - VN-PUR","co san","Hải Dương","True","","True"
"726","VN-PUR001","Laptop","BPVN - VN-PUR","trong","","False","","True"
"727","VN-PUR039","Laptop","BPVN - VN-PUR","co san","Hải Dương","True","","True"
"728","VN-PUR038","Laptop","BPVN - VN-PUR","co san","Hải Dương","True","","True"
"729","VN-QA027","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"730","VN-PUR027","Laptop","BPVN - VN-PUR","trong","","False","","True"
"731","VN-QA025","Máy tính","BPVN - VN-QA","trong","","False","","True"
"732","VN-QA006","Máy tính","BPVN - VN-QA","trong","","False","","True"
"733","VN-QA005","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"734","VN-QA049","Laptop","BPVN - VN-QA","trong","","False","","True"
"735","VN-QA003","Máy tính","BPVN - VN-QA","trong","","False","","True"
"736","VN-QA012","Máy tính","BPVN - VN-QA","trong","","False","","True"
"737","VN-QA002","Laptop","BPVN - VN-QA","trong","","False","","True"
"738","VN-QA048","Máy tính","BPVN - VN-QA","trong","","False","","True"
"739","VN-QA037","Máy tính","BPVN - VN-QA","trong","","False","","True"
"740","VN-QA041","Máy tính","BPVN - VN-QA","trong","","False","","True"
"741","VN-QA056","Laptop","BPVN - VN-QA","trong","","False","","True"
"742","VN-QA059","Máy tính","BPVN - VN-QA","trong","","False","","True"
"743","VN-QA099","Laptop","BPVN - VN-QA","trong","","False","","True"
"744","VN-QC003","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"745","VN-QC04","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"746","VN-QC032","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","False","","True"
"747","VN-QC016","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"748","VN-QC085","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"749","VN-QC065","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"750","VN-QC071","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"751","VN-QC075","Máy tính","BPVN - VN-QC ĐAI","chu quan","Hải Dương","False","","True"
"752","VN-QC074","Máy tính","BPVN - VN-QC ĐAI","chu quan","Hải Dương","False","","True"
"754","VN-SD143","Laptop","BPVN - VN-SD","trong","","False","","True"
"755","VN-SD141","Laptop","BPVN - VN-SD","trong","","False","","True"
"756","VN-SD113","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"757","VN-SD119","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"758","VN-SD114","Laptop","BPVN - VN-SD","trong","","False","","True"
"759","VN-SD089","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"760","VN-SD134","Laptop","BPVN - VN-SD","trong","","False","","True"
"761","VN-SD057","Máy tính","BPVN - VN-SD","trong","","False","","True"
"762","VN-SD116","Máy tính","BPVN - VN-SD","trong","","False","","True"
"763","VN-SD128","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"764","VN-SD146","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"765","VN-SD016","Máy tính","BPVN - VN-SD","trong","","False","","True"
"766","VN-SD083","Máy tính","BPVN - VN-SD","trong","","False","","True"
"767","VN-SD015","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"768","VN-SD158","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"769","VN-SD018","Máy tính","BPVN - VN-SD","trong","","False","","True"
"770","VN-SD149","Laptop","BPVN - VN-SD","trong","","False","","True"
"771","VN-SD138","Laptop","BPVN - VN-SD","trong","","False","","True"
"772","VN-SD131","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"773","VN-SD092","Laptop","BPVN - VN-SD","trong","","False","","True"
"774","VN-SD155","Máy tính","BPVN - VN-SD","trong","","False","","True"
"775","VN-SD148","Laptop","BPVN - VN-SD","trong","","False","","True"
"776","VN-SD091","Máy tính","BPVN - VN-SD","trong","","False","","True"
"777","VN-SD125","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"778","VN-SD102","Máy tính","BPVN - VN-SD","trong","","False","","True"
"779","VN-SD126","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"780","VN-SD097","Laptop","BPVN - VN-SD","trong","","False","","True"
"781","VN-SD021","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"782","VN-SD004","Laptop","BPVN - VN-SD","trong","","False","","True"
"783","VN-SD151","Máy tính","BPVN - VN-SD","trong","","False","","True"
"784","VN-SD017","Máy tính","BPVN - VN-SD","trong","","False","","True"
"785","VN-SD076","Laptop","BPVN - VN-SD","trong","","False","","True"
"786","VN-SD031","Máy tính","BPVN - VN-SD","trong","","False","","True"
"787","VN-SD105","Máy tính","BPVN - VN-SD","trong","","False","","True"
"788","VN-SD020","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"789","VN-SD008","Máy tính","BPVN - VN-SD","trong","","False","","True"
"790","VN-SD106","Máy tính","BPVN - VN-SD","trong","","False","","True"
"791","VN-SD109","Máy tính","BPVN - VN-SD","trong","","False","","True"
"793","VN-SD000","Máy tính","BPVN - VN-SD","trong","","False","","True"
"794","VN-SD139","Laptop","BPVN - VN-SD","trong","","False","","True"
"795","VN-SD006","Máy tính","BPVN - VN-SD","trong","","False","","True"
"796","VN-SD122","Máy tính","BPVN - VN-SD","trong","","False","","True"
"797","VN-SD074","Laptop","BPVN - VN-SD","trong","","False","","True"
"798","VN-SD135","Laptop","BPVN - VN-SD","trong","","False","","True"
"799","VN-SD153","Máy tính","BPVN - VN-SD","trong","","False","","True"
"800","VN-SD060","Máy tính","BPVN - VN-SD","trong","","False","","True"
"802","VN-SD129","Laptop","BPVN - VN-SD","trong","","False","","True"
"803","VN-SD036","Máy tính","BPVN - VN-SD","trong","","False","","True"
"804","VN-SD152","Laptop","BPVN - VN-SD","trong","","False","","True"
"805","VN-SD130","Máy tính","BPVN - VN-SD","trong","","False","","True"
"806","VN-SD112","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"807","VN-SD007","Máy tính","BPVN - VN-SD","trong","","False","","True"
"808","VN-SD072","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"809","VN-SD144","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"810","VN-SD084","Máy tính","BPVN - VN-SD","trong","","False","","True"
"811","VN-SD025","Máy tính","BPVN - VN-SD","trong","","False","","True"
"812","VN-SD098","Máy tính","BPVN - VN-SD","trong","","False","","True"
"813","VN-SD103","Máy tính","BPVN - VN-SD","trong","","False","","True"
"814","VN-SD142","Laptop","BPVN - VN-SD","trong","","False","","True"
"815","VN-SD157","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"816","VN-SD145","Máy tính","BPVN - VN-SD","trong","","False","","True"
"817","VN-SD079","Laptop","BPVN - VN-SD","trong","","False","","True"
"818","VN-SD080","Laptop","BPVN - VN-SD","trong","","False","","True"
"819","VN-SD063","Máy tính","BPVN - VN-SD","trong","","False","","True"
"820","VN-SD064","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"821","VN-SHD038","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"822","VN-SHD029","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"823","VN-SHD040","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"824","VN-SHD027","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"825","VN-SHD028","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"826","VN-SHD015","Laptop","BPVN - VN-EG","trong","","False","","True"
"827","VN-SHD036","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"828","VN-SHD037","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"829","VN-SHD035","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"830","VN-SHD041","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"831","VN-SHD042","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"832","VN-SS011","Máy tính","BPVN - VN-SS","trong","","False","","True"
"833","VN-SS054","Máy tính","BPVN - VN-SS","trong","","False","","True"
"834","VN-SS008","Máy tính","BPVN - VN-SS","trong","","False","","True"
"835","VN-SS066","Máy tính","BPVN - VN-SS","trong","","False","","True"
"836","VN-SS058","Máy tính","BPVN - VN-SS","trong","","False","","True"
"837","VN-SS074","Máy tính","BPVN - VN-SS","trong","","False","","True"
"838","VN-SS048","Máy tính","BPVN - VN-SS","trong","","False","","True"
"839","VN-SS003","Máy tính","BPVN - VN-SS","trong","","False","","True"
"840","VN-SS081","Máy tính","BPVN - VN-SS","trong","","False","","True"
"841","VN-SS060","Máy tính","BPVN - VN-SS","trong","","False","","True"
"842","VN-SS047","Máy tính","BPVN - VN-SS","trong","","False","","True"
"843","VN-SS030-1","Máy tính","BPVN - VN-SS","trong","","False","","True"
"844","VN-WA017","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"845","VN-WA018","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"846","VN-WA021","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"847","VN-WA022","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"848","VN-WA003","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"849","VN-WA007","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"850","VN-WA012","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"851","VN-WA053","Laptop","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"852","VN-WD004","Máy tính","BPVN - VN-WD","trong","","False","","True"
"853","VN-WH002","Máy tính","BPVN - VN-WH","trong","","False","","True"
"854","VN-WH005","Máy tính","BPVN - VN-WH","trong","","False","","True"
"855","VN-WH052","Máy tính","BPVN - VN-WH","trong","","False","","True"
"856","VN-WH020","Máy tính","BPVN - VN-WH","trong","","False","","True"
"857","VN-WK012","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"858","VN-WK042","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"859","VN-WK005","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"860","VN-WK051","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"861","VN-WK052","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"862","VN-WK035","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"863","VN-WK010","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"864","VN-WK040","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"865","VN-WV020","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"866","VN-WV029","Laptop","BPVN - VN-WV","trong","","False","","True"
"867","VN-WV017","Máy tính","BPVN - VN-WV","co san","Hải Dương","True","","True"
"868","VN-WV012","Máy tính","BPVN - VN-WV","trong","","False","","True"
"869","VN-WV025","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"870","VN-WV024","Laptop","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"871","VN-RDD001","Máy tính","BPVN - VN-WV","trong","","False","","True"
"872","VN-WV030","Laptop","BPVN - VN-WD","trong","","False","","True"
"873","VN-WV007","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"874","VN-PW003","Máy tính","BPVN - VN-PW","chu quan","Hải Dương","True","","True"
"875","VN-YDF005","Laptop","BPVN - VN-YDF","co san","Hải Dương","True","","True"
"876","VN-YDF001","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"877","VN-YDF002","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","True","","True"
"878","VN-LTB036","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"879","VN-LTB019","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"880","VN-LTB020","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"881","VN-LTB013","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"882","VN-LTB009","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"883","VN-LTB016","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"884","VN-LTB049","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"885","VN-LTB060","Laptop","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"886","VN-LTB041","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"887","VN-LTB002","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"888","VN-LTB012","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"889","VN-LTB026","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"890","VN-LTB022","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"891","VN-LTB027","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"892","VN-LTB003","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"893","VN-LTB028","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"894","VN-LTB052","Laptop","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"895","VN-LTB032","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"896","VN-LTB047","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"897","VN-LTBD004","Máy tính","BPVN - VN-YDF","co san","Hải Dương","True","","True"
"898","VN-LTB004","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"899","VN-PT019","Máy tính","BPVN - VN-PT","chu quan","Hải Dương","True","","True"
"900","VN-PT013","Máy tính","BPVN - VN-PT","chu quan","Hải Dương","True","","True"
"901","VN-ITV026","Laptop","BPVN - VN-IT","trong","","False","","True"
"902","VN-ITV005","Laptop","BPVN - VN-AC","co san","Hải Dương","True","","True"
"903","VN-ITV020","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"904","VN-ITV010","Laptop","BPVN - VN-IT","trong","","False","","True"
"905","VN-ITV014","Laptop","BPVN - VN-IT","trong","","False","","True"
"906","VN-TMC003","Máy tính","BPVN - VN-SD","trong","","False","","True"
"907","VN-TL002","Máy tính","BPVN - VN-TL","co san","Hải Dương","True","","True"
"908","VN-TL003","Máy tính","BPVN - VN-TL","co san","Hải Dương","True","","True"
"909","VN-TL001","Máy tính","BPVN - VN-TL","trong","","False","","True"
"910","VN-HR025","Máy tính","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"911","VN-DH023","Máy tính","BPVN - VN-DH","trong","","False","","True"
"912","VN-AC017","Laptop","BPVN - VN-AC","trong","","False","","True"
"913","VN-AC001-1","Laptop","BPVN - VN-AC","co san","Hải Dương","True","","True"
"914","VN-AC028","Laptop","BPVN - VN-AC","co san","Hải Dương","True","","True"
"915","VN-AC033","Laptop","BPVN - VN-AC","co san","Hải Dương","True","","True"
"916","VN-HR056","Laptop","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"917","VN-LD008","Laptop","BPVN - VN-AC","trong","","False","","True"
"918","VN-LD010","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"919","VN-PMC043","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"920","VN-PMC035","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"921","VN-DH025","Máy tính","BPVN - VN-DH","trong","","False","","True"
"922","VN-EG017","Laptop","BPVN - VN-EG","trong","","False","","True"
"923","VN-IE020","Laptop","BPVN - VN-EG","trong","","False","","True"
"924","VN-QC022","Máy tính","BPVN - VN-QC ĐAI","chu quan","Hải Dương","False","","True"
"926","VN-PMC021","Máy tính","BPVN - VN-SD","trong","","False","","True"
"927","VN-SD104","Máy tính","BPVN - VN-SD","trong","","False","","True"
"928","VN-SD024","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"929","VN-SD147","Laptop","BPVN - VN-SD","trong","","False","","True"
"930","VN-SD159","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"931","VN-SHD004","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"932","VN-SHD032","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"933","VN-SS063","Máy tính","BPVN - VN-SS","trong","","False","","True"
"934","VN-SS024","Máy tính","BPVN - VN-PT","chu quan","Hải Dương","False","","True"
"935","VN-WA020","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"936","VN-WH056","Laptop","BPVN - VN-WH","trong","","False","","True"
"937","VN-WK022","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","False","","True"
"938","VN-WK038","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"939","VN-LTBD005-1","Laptop","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","Nguyễn Thị Huệ, V200736","True"
"940","VN-EG016","Máy tính","BPVN - VN-EG","trong","","False","","True"
"941","VN-GL011","Máy tính","BPVN - VN-GL","trong","","False","","True"
"966","VN-AC018","Laptop","BPVN - VN-AC","co san","Hải Dương","True","","True"
"967","VN-AC021","Laptop","BPVN - VN-AC","trong","","False","","True"
"968","VN-HR050","Máy tính","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"969","VN-LD052","Máy tính","BPVN - VN-YDF","trong","","False","","True"
"970","VN-PMC040","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"971","VN-PMC006","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"972","VN-PMC054","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"973","VN-EG007","Máy tính","BPVN - VN-EG","trong","","False","","True"
"974","VN-EG020","Laptop","BPVN - VN-EG","trong","","False","","True"
"975","VN-PUR005","Laptop","BPVN - VN-PUR","co san","Hải Dương","True","","True"
"976","VN-QA038","Laptop","BPVN - VN-QA","trong","","False","","True"
"977","VN-QA039","Laptop","BPVN - VN-QA","trong","","False","","True"
"978","VN-QA045","Máy tính","BPVN - VN-QA","trong","","False","","True"
"979","VN-QA050","Máy tính","BPVN - VN-QA","trong","","False","","True"
"980","VN-SD096","Máy tính","BPVN - VN-SD","trong","","False","","True"
"981","VN-SD090","Laptop","BPVN - VN-SD","trong","","False","","True"
"982","VN-SD127","Laptop","BPVN - VN-SD","trong","","False","","True"
"983","VN-SD123","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"984","VN-SD140","Máy tính","BPVN - VN-SD","trong","","False","","True"
"985","VN-SD100","Máy tính","BPVN - VN-SD","trong","","False","","True"
"986","VN-SD154","Máy tính","BPVN - VN-SD","trong","","False","","True"
"987","VN-SD150","Laptop","BPVN - VN-SD","trong","","False","","True"
"988","VN-SHD030","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"989","VN-SHD034","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"990","VN-SS062","Máy tính","BPVN - VN-SS","trong","","False","","True"
"991","VN-WK013","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"992","VN-WK053","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"993","VN-WK039","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"994","VN-LTB034","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"995","VN-IT091","Laptop","BPVN - VN-IT","trong","","False","","True"
"997","VN-WD003","Máy tính","BPVN - VN-WD","trong","","False","","True"
"999","VN-PUR035","Laptop","BPVN - VN-PUR","co san","Hải Dương","True","","True"
"1000","VN-AC026","Laptop","BPVN - VN-AC","co san","Hải Dương","True","","True"
"1001","VN-HR012","Máy tính","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"1002","VN-LD032","Máy tính","BPVN - VN-TL","co san","Hải Dương","True","","True"
"1003","VN-PMC055","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1004","VN-PMC064","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1005","VN-PMC060","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1006","VN-PMC061","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1007","VN-PMC025","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1008","VN-DF002","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","False","","True"
